mPCR_run_ID,,mPCR_run_name,original_run_order,group,Null_group,Total_raw_reads_flagstat,Supplementary Reads,pp + map in way that makes sense (count),pp + map in way that makes sense (percent),Primary reads that mapped (count),Primary reads that mapped (percent),Total_reads_after_MQ0_flagstat,Percent_tot_wMQover0,Total_reads_after_MQ0_flagstat_onAMPonly,Percent_readsONamp_afterMQ0filter,CUSTOM_AMPLICON_SET,GENOME_SIZE,AMPLICON_TERRITORY,TARGET_TERRITORY,TOTAL_READS,PF_READS,PF_BASES,PF_UNIQUE_READS,PCT_PF_READS,PCT_PF_UQ_READS,PF_UQ_READS_ALIGNED,PF_SELECTED_PAIRS,PF_SELECTED_UNIQUE_PAIRS,PCT_PF_UQ_READS_ALIGNED,PF_BASES_ALIGNED,PF_UQ_BASES_ALIGNED,ON_AMPLICON_BASES,NEAR_AMPLICON_BASES,OFF_AMPLICON_BASES,ON_TARGET_BASES,ON_TARGET_FROM_PAIR_BASES,PCT_AMPLIFIED_BASES,PCT_OFF_AMPLICON,ON_AMPLICON_VS_SELECTED,MEAN_AMPLICON_COVERAGE,MEAN_TARGET_COVERAGE,MEDIAN_TARGET_COVERAGE,MAX_TARGET_COVERAGE,FOLD_ENRICHMENT,ZERO_CVG_TARGETS_PCT,PCT_EXC_DUPE,PCT_EXC_MAPQ,PCT_EXC_BASEQ,PCT_EXC_OVERLAP,PCT_EXC_OFF_TARGET,FOLD_80_BASE_PENALTY,PCT_TARGET_BASES_1X,PCT_TARGET_BASES_2X,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,PCT_TARGET_BASES_30X,AT_DROPOUT,GC_DROPOUT,HET_SNP_SENSITIVITY,HET_SNP_Q,SAMPLE,LIBRARY,READ_GROUP
18032FL-152-03-220_S251_L002,18032FL-152-03-220_S251_L002_sorted_MQ1.bam,662_A,177,Pakistan,,617924,7566,400,0.07%,609009,99.78%,35834,0.05799095,489,0.013646258,18032FL-152-03-220_S251_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,35657,35657,5384207,35657,1,1,35657,237,237,1,2698420,2698420,24449,519,2673452,4454,4409,0.009253,0.990747,0.979213,2.656345,1.731726,0,406,2404.5717,0.875,0,0,0.000248,0,0.99957,,0.071928,0.068818,0.012442,0.012442,0.00311,72.57036,9.400273,0.05722,0,,,
18032FL-152-03-222_S253_L002,18032FL-152-03-222_S253_L002_sorted_MQ1.bam,690_A,179,Pakistan,,387996,66434,77480,24.09%,321135,99.87%,105544,0.272023423,81129,0.768674676,18032FL-152-03-222_S253_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,98216,98216,14830616,98216,1,1,98216,39681,39681,1,5901243,5901243,4176282,95333,1629628,834047,829950,0.72385,0.27615,0.977682,453.746415,324.279549,6,41859,187815.96,0.166667,0,0,0.000172,0,0.986081,,0.698678,0.695568,0.43196,0.277216,0.238336,63.799341,5.642376,0.643908,4,,,
18032FL-152-03-223_S254_L002,18032FL-152-03-223_S254_L002_sorted_MQ1.bam,694_A,180,Pakistan,,801583,182243,214256,34.59%,618440,99.85%,274130,0.341985796,232501,0.848141393,18032FL-152-03-223_S254_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,252918,252918,38190618,252918,1,1,252918,114928,114928,1,14545402,14545402,11893190,268325,2383887,2344377,2335104,0.836107,0.163893,0.977937,1292.17623,911.499611,18,124651,216999.536,0.041667,0,0,0.000169,0,0.983846,455.749806,0.929627,0.929627,0.606921,0.485226,0.43507,63.288297,6.089332,0.846878,8,,,
18032FL-152-03-224_S255_L002,18032FL-152-03-224_S255_L002_sorted_MQ1.bam,695_A,181,Pakistan,,245438,5322,3110,1.30%,239658,99.81%,18640,0.07594586,4658,0.249892704,18032FL-152-03-224_S255_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,18160,18160,2742160,18160,1,1,18160,2305,2305,1,1287568,1287568,234914,5298,1047356,42917,42792,0.186563,0.813437,0.977944,25.523033,16.686236,0,2909,48420.0131,0.652778,0,0,0.000217,0,0.996166,,0.223173,0.220451,0.09409,0.05832,0.05521,66.416079,7.538514,0.194031,1,,,
18032FL-152-03-226_S257_L002,18032FL-152-03-226_S257_L002_sorted_MQ1.bam,698_A,183,Pakistan,,46,6,0,0.00%,40,100.00%,10,0.217391304,6,0.6,18032FL-152-03-226_S257_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,8,8,1208,8,1,1,8,3,3,1,606,606,304,7,295,54,54,0.513201,0.486799,0.977492,0.033029,0.020995,0,4,133133.435,0.986111,0,0,0,0,0.990099,,0.007387,0.007387,0,0,0,77.293935,12.674961,0.005271,0,,,
18032FL-152-03-227_S258_L002,18032FL-152-03-227_S258_L002_sorted_MQ1.bam,702_A,184,Pakistan,,293434,2568,0,0.00%,288904,99.33%,22258,0.075853514,10,0.000449277,18032FL-152-03-227_S258_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,22190,22190,3350690,22190,1,1,22190,4,4,1,1716317,1716317,675,14,1715628,264,264,0.000401,0.999599,0.979681,0.073338,0.102644,0,8,104.374028,0.986111,0,0,0.000167,0,0.999827,,0.015163,0.015163,0,0,0,80.987558,12.674961,0.013729,0,,,
18032FL-152-03-228_S259_L002,18032FL-152-03-228_S259_L002_sorted_MQ1.bam,708_A,185,Pakistan,,1203783,338883,275434,31.85%,863916,99.89%,484799,0.402729562,434504,0.896255974,18032FL-152-03-228_S259_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,448224,448224,67681824,448224,1,1,448224,216679,216679,1,24930308,24930308,22029201,496340,2404767,4338219,4328726,0.90354,0.09646,0.977965,2393.43774,1686.71034,12,233611,234507.793,0.076389,0,0,0.000165,0,0.982406,843.355171,0.806376,0.806376,0.547823,0.482893,0.417963,65.528613,6.950503,0.747611,6,,,
18032FL-152-03-229_S260_L002,18032FL-152-03-229_S260_L002_sorted_MQ1.bam,709_A,186,Pakistan,,492921,74999,58634,14.03%,417257,99.84%,118037,0.239464336,88811,0.752399671,18032FL-152-03-229_S260_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,109498,109498,16534198,109498,1,1,109498,43687,43687,1,6548325,6548325,4510147,100465,1937713,925752,920754,0.70409,0.29591,0.97821,490.020317,359.934681,4,49176,182787.566,0.201389,0,0,0.000182,0,0.986255,,0.611198,0.611198,0.368196,0.233281,0.2014,65.834128,6.762603,0.56067,4,,,
18032FL-152-03-22_S53_L002,18032FL-152-03-22_S53_L002_sorted_MQ1.bam,086_A,187,Pakistan,,258679,30147,38182,16.71%,227939,99.74%,48946,0.189215205,38796,0.792628611,18032FL-152-03-22_S53_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,45491,45491,6869141,45491,1,1,45491,19356,19356,1,2663891,2663891,1972729,45130,646032,393154,392444,0.757486,0.242514,0.977635,214.333877,152.859253,2,19341,196533.757,0.333333,0,0,0.000216,0,0.98522,,0.505832,0.505832,0.239114,0.188958,0.152411,64.431451,5.994667,0.450394,3,,,
18032FL-152-03-230_S261_L002,18032FL-152-03-230_S261_L002_sorted_MQ1.bam,711_A,188,Pakistan,,526899,5355,0,0.00%,520722,99.84%,31778,0.060311369,18,0.00056643,18032FL-152-03-230_S261_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,31674,31674,4782774,31674,1,1,31674,8,8,1,2379992,2379992,844,41,2379107,110,106,0.000372,0.999628,0.953672,0.091699,0.042768,0,4,94.11376,0.951389,0,0,0.00024,0,0.999753,,0.015941,0.015941,0,0,0,72.111551,10.031104,0.0114,0,,,
18032FL-152-03-231_S262_L002,18032FL-152-03-231_S262_L002_sorted_MQ1.bam,712_A,189,Pakistan,,311057,61803,63968,25.66%,248852,99.84%,92649,0.297852162,73413,0.792377684,18032FL-152-03-231_S262_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,85579,85579,12922429,85579,1,1,85579,35330,35330,1,5082218,5082218,3758753,84388,1239077,756826,751022,0.756194,0.243806,0.978042,408.382551,294.255832,4,40300,196280.283,0.166667,0,0,0.000172,0,0.985383,,0.68507,0.68507,0.351477,0.258554,0.204899,64.169751,5.74854,0.613607,4,,,
18032FL-152-03-232_S263_L002,18032FL-152-03-232_S263_L002_sorted_MQ1.bam,715_A,190,Pakistan,,198318,1260,214,0.11%,196655,99.80%,8386,0.042285622,315,0.037562604,18032FL-152-03-232_S263_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,8313,8313,1255263,8313,1,1,8313,157,157,1,624759,624759,15657,363,608739,2533,2529,0.025642,0.974358,0.977341,1.701108,0.984837,0,179,6650.92741,0.847222,0,0,0.000346,0,0.99915,,0.071151,0.071151,0.010886,0.009331,0.007387,69.098522,7.652225,0.056339,0,,,
18032FL-152-03-233_S264_L002,18032FL-152-03-233_S264_L002_sorted_MQ1.bam,718_A,191,Pakistan,,278046,14566,12320,4.68%,262980,99.81%,32403,0.116538271,13545,0.41801685,18032FL-152-03-233_S264_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,31175,31175,4707425,31175,1,1,31175,6594,6594,1,2138607,2138607,692107,15441,1431059,135928,135167,0.330845,0.669155,0.978177,75.196328,52.849145,0,7917,85887.1981,0.423611,0,0,0.000187,0,0.99348,,0.430016,0.429627,0.192846,0.13958,0.099922,62.508191,6.917399,0.369431,2,,,
18032FL-152-03-235_S266_L002,18032FL-152-03-235_S266_L002_sorted_MQ1.bam,723_A,193,Pakistan,,518935,21177,15718,3.16%,497089,99.87%,47026,0.090620213,23405,0.497703398,18032FL-152-03-235_S266_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,44889,44889,6778239,44889,1,1,44889,11655,11655,1,2912544,2912544,1193616,26347,1692581,232737,232209,0.418865,0.581135,0.978403,129.684485,90.488725,0,13930,108762.283,0.388889,0,0,0.000236,0,0.991728,,0.439736,0.436625,0.207621,0.156687,0.13297,63.557164,6.422407,0.38555,2,,,
18032FL-152-03-237_S268_L002,18032FL-152-03-237_S268_L002_sorted_MQ1.bam,742_A,195,Pakistan,,452300,3864,1724,0.38%,447740,99.84%,20666,0.045690913,2292,0.110906803,18032FL-152-03-237_S268_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,20384,20384,3077984,20384,1,1,20384,1138,1138,1,1479066,1479066,113456,2461,1363149,19938,19876,0.078372,0.921628,0.978769,12.326814,7.751944,0,1663,20357.5773,0.798611,0,0,0.000329,0,0.998121,,0.139969,0.13958,0.046267,0.03577,0.028771,66.696081,8.427217,0.114961,1,,,
18032FL-152-03-238_S269_L002,18032FL-152-03-238_S269_L002_sorted_MQ1.bam,756_A,196,Pakistan,,743769,208385,285058,53.24%,534807,99.89%,312516,0.420178846,292386,0.935587298,18032FL-152-03-238_S269_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,297733,297733,44957683,297733,1,1,297733,146064,146064,1,16365660,16365660,15061173,342412,962075,3164611,3160020,0.941214,0.058786,0.977771,1636.37256,1230.40863,18,142352,244236.996,0.0625,0,0,0.000176,0,0.981958,307.602158,0.857309,0.857309,0.569207,0.469673,0.40591,63.977927,5.848073,0.786929,7,,,
18032FL-152-03-239_S270_L002,18032FL-152-03-239_S270_L002_sorted_MQ1.bam,757_A,197,Pakistan,,1377526,500274,645906,73.63%,876400,99.90%,736648,0.534761594,665121,0.902902064,18032FL-152-03-239_S270_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,675582,675582,102012882,675582,1,1,675582,330269,330269,1,38082976,38082976,34171830,790601,3120545,6769678,6753185,0.918059,0.081941,0.977387,3712.71512,2632.06765,52,304424,238135.167,0.020833,0,0,0.000166,0,0.982369,658.016913,0.939736,0.939736,0.718507,0.613142,0.557154,63.361104,5.891792,0.886671,9,,,
18032FL-152-03-23_S54_L002,18032FL-152-03-23_S54_L002_sorted_MQ1.bam,088_A,198,Pakistan,,193617,40699,47498,31.06%,152483,99.72%,64688,0.334102894,51153,0.790764902,18032FL-152-03-23_S54_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,59816,59816,9032216,59816,1,1,59816,24448,24448,1,3548979,3548979,2659600,60340,829039,573759,569313,0.766401,0.233599,0.977816,288.961321,223.078927,4,23400,198883.646,0.138889,0,0,0.00017,0,0.985416,,0.756998,0.756998,0.330871,0.231726,0.194401,64.732848,5.937193,0.663864,5,,,
18032FL-152-03-240_S271_L002,18032FL-152-03-240_S271_L002_sorted_MQ1.bam,763_A,199,Pakistan,,184533,4567,1872,1.04%,179651,99.82%,14894,0.080711851,1867,0.125352491,18032FL-152-03-240_S271_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,14664,14664,2214264,14664,1,1,14664,891,891,1,1107485,1107485,96900,2236,1008349,20238,20055,0.089515,0.910485,0.977445,10.528031,7.868585,0,920,23220.5286,0.715278,0,0,0.000204,0,0.99811,,0.207232,0.207232,0.076594,0.05521,0.053655,62.61305,6.547385,0.175456,1,,,
18032FL-152-03-242_S273_L002,18032FL-152-03-242_S273_L002_sorted_MQ1.bam,765_A,201,Pakistan,,294935,14691,9474,3.38%,279669,99.79%,33197,0.112557004,12875,0.38783625,18032FL-152-03-242_S273_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,31953,31953,4824903,31953,1,1,31953,6182,6182,1,2188670,2188670,655082,14543,1519045,128965,127935,0.305951,0.694049,0.978282,71.17362,50.141913,0,7662,79433.1085,0.486111,0,0,0.000147,0,0.99397,,0.337092,0.337092,0.129471,0.107309,0.086703,66.988289,6.971695,0.286263,1,,,
18032FL-152-03-244_S275_L002,18032FL-152-03-244_S275_L002_sorted_MQ1.bam,786_A,203,Pakistan,,1342949,507685,687200,82.27%,834432,99.90%,760513,0.566300731,700503,0.921092736,18032FL-152-03-244_S275_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,705055,705055,106463305,705055,1,1,705055,349487,349487,1,38965306,38965306,35715889,818981,2430436,7451111,7433433,0.937626,0.062374,0.977584,3880.47469,2897.0105,30,309113,243259.355,0.048611,0,0,0.000163,0,0.981859,724.252624,0.855754,0.855754,0.671073,0.56804,0.500389,64.16916,6.607062,0.81759,7,,,
18032FL-152-03-246_S277_L002,18032FL-152-03-246_S277_L002_sorted_MQ1.bam,790_A,205,Pakistan,,326977,5389,1862,0.58%,320886,99.78%,20624,0.063074773,2664,0.129169899,18032FL-152-03-246_S277_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,20322,20322,3068622,20322,1,1,20322,1316,1316,1,1505703,1505703,134235,3041,1368427,25772,25669,0.091171,0.908829,0.977848,14.58442,10.020218,0,1683,23659.885,0.722222,0,0,0.000233,0,0.997998,,0.183126,0.183126,0.104977,0.052488,0.039269,67.301765,5.196792,0.16223,1,,,
18032FL-152-03-247_S278_L002,18032FL-152-03-247_S278_L002_sorted_MQ1.bam,793_A,206,Pakistan,,158225,4079,2458,1.59%,153751,99.74%,13627,0.08612419,3758,0.275776033,18032FL-152-03-247_S278_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,13247,13247,2000297,13247,1,1,13247,1858,1858,1,933335,933335,191621,4302,737412,38812,38741,0.209917,0.790083,0.978042,20.819318,15.090202,0,2284,54486.8533,0.625,0,0,0.000194,0,0.99578,,0.284603,0.283826,0.097589,0.072317,0.053655,66.965665,6.424537,0.236977,1,,,
18032FL-152-03-248_S279_L002,18032FL-152-03-248_S279_L002_sorted_MQ1.bam,795_A,207,Pakistan,,347892,71044,62004,22.40%,276496,99.87%,104828,0.301323399,83720,0.798641584,18032FL-152-03-248_S279_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,96618,96618,14589318,96618,1,1,96618,40813,40813,1,5699251,5699251,4262144,95610,1341497,817103,813341,0.764619,0.235381,0.97806,463.075185,317.69168,4,48834,198470.75,0.194444,0,0,0.000173,0,0.985137,,0.620918,0.620918,0.338258,0.241835,0.209953,64.686271,6.859864,0.562984,4,,,
18032FL-152-03-249_S280_L002,18032FL-152-03-249_S280_L002_sorted_MQ1.bam,796_A,208,Pakistan,,248634,17630,13572,5.88%,230561,99.81%,33681,0.135464176,20248,0.601169799,18032FL-152-03-249_S280_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,31753,31753,4794703,31753,1,1,31753,10049,10049,1,2000880,2000880,1031776,22863,946241,202108,201543,0.527088,0.472912,0.978321,112.100826,78.580093,0,12483,136851.813,0.402778,0,0,0.000202,0,0.989678,,0.439347,0.434292,0.173017,0.153966,0.124028,68.181379,6.267116,0.370689,2,,,
18032FL-152-03-24_S55_L002,18032FL-152-03-24_S55_L002_sorted_MQ1.bam,092_A,209,Pakistan,,351278,5936,3714,1.08%,344699,99.81%,21433,0.061014353,3542,0.16525918,18032FL-152-03-24_S55_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,21084,21084,3183684,21084,1,1,21084,1738,1738,1,1598458,1598458,183939,4219,1410300,39725,39519,0.117712,0.882288,0.977577,19.984681,15.445179,0,1501,30539.2782,0.597222,0,0,0.000245,0,0.99754,,0.295879,0.295879,0.137636,0.079705,0.055599,61.243322,5.111862,0.260778,1,,,
18032FL-152-03-250_S281_L002,18032FL-152-03-250_S281_L002_sorted_MQ1.bam,801_A,210,Pakistan,,332379,5067,0,0.00%,326632,99.79%,20255,0.06093947,7,0.000345594,18032FL-152-03-250_S281_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,20193,20193,3049143,20193,1,1,20193,4,4,1,1531252,1531252,421,10,1530821,146,146,0.000281,0.999719,0.976798,0.045741,0.056765,0,2,72.966179,0.965278,0,0,0.000212,0,0.999784,,0.036547,0.020218,0,0,0,77.293935,9.681182,0.021042,0,,,
18032FL-152-03-252_S283_L002,18032FL-152-03-252_S283_L002_sorted_MQ1.bam,808_A,211,Pakistan,,1429175,465613,558940,58.01%,962408,99.88%,678994,0.475095072,593947,0.874745579,18032FL-152-03-252_S283_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,619945,619945,93611695,619945,1,1,619945,286743,286743,1,35642975,35642975,30482450,691623,4468902,6371832,6331204,0.87462,0.12538,0.977814,3311.86984,2477.38414,48,284000,226966.678,0.020833,0,0,0.000163,0,0.983173,412.897356,0.933126,0.933126,0.75972,0.652022,0.57776,63.146664,6.025747,0.895486,10,,,
18032FL-152-03-253_S284_L002,18032FL-152-03-253_S284_L002_sorted_MQ1.bam,809_A,212,Pakistan,,1935310,714772,906788,74.29%,1218837,99.86%,1048600,0.541825341,943302,0.8995823,18032FL-152-03-253_S284_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,960289,960289,145003639,960289,1,1,960289,461795,461795,1,54116619,54116619,48262833,1122909,4730877,9786472,9727625,0.91258,0.08742,0.977262,5243.68025,3805.00467,47,396134,236683.691,0.027778,0,0,0.000161,0,0.982408,951.251166,0.911742,0.911742,0.67846,0.611975,0.560653,62.093925,6.209144,0.857258,8,,,
18032FL-152-03-255_S286_L002,18032FL-152-03-255_S286_L002_sorted_MQ1.bam,003_B,214,Pakistan,,268024,29230,31558,13.22%,238294,99.79%,51044,0.190445632,35067,0.686995533,18032FL-152-03-255_S286_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,47804,47804,7218404,47804,1,1,47804,17356,17356,1,2966938,2966938,1798939,40601,1127398,361101,359913,0.620013,0.379987,0.977929,195.451869,140.396967,2,18606,160914.116,0.319444,0,0,0.000169,0,0.988012,,0.538491,0.538491,0.250389,0.182348,0.165241,63.956426,5.487441,0.472373,3,,,
18032FL-152-03-256_S287_L002,18032FL-152-03-256_S287_L002_sorted_MQ1.bam,005_B,215,Pakistan,,1341023,466653,609602,69.72%,873266,99.87%,702198,0.523628603,633951,0.902809464,18032FL-152-03-256_S287_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,648076,648076,97859476,648076,1,1,648076,312912,312912,1,36648378,36648378,32715802,750429,3182147,6692950,6668354,0.913171,0.086829,0.977577,3554.51999,2602.23561,46,298254,236913.054,0.020833,0,0,0.000175,0,0.982527,260.223561,0.93196,0.93196,0.824261,0.602255,0.56493,62.903943,5.862442,0.908242,10,,,
18032FL-152-03-257_S288_L002,18032FL-152-03-257_S288_L002_sorted_MQ1.bam,007_B,216,Pakistan,,1217812,433144,579956,73.91%,783751,99.88%,634450,0.520975323,593175,0.934943652,18032FL-152-03-257_S288_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,598043,598043,90304493,598043,1,1,598043,295965,295965,1,32785707,32785707,30352954,694229,1738524,6182299,6169342,0.946973,0.053027,0.97764,3297.8003,2403.69324,18,287448,245698.547,0.083333,0,0,0.000175,0,0.981733,1201.84662,0.800933,0.800933,0.59409,0.483281,0.433515,64.742312,5.843758,0.757364,6,,,
18032FL-152-03-259_S290_L002,18032FL-152-03-259_S290_L002_sorted_MQ1.bam,018_B,218,Pakistan,,1394288,540264,699700,81.93%,852967,99.88%,798881,0.572966991,726994,0.910015384,18032FL-152-03-259_S290_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,735090,735090,110998590,735090,1,1,735090,358956,358956,1,41597780,41597780,37621501,869777,3106502,7578884,7551611,0.92532,0.07468,0.977403,4087.51641,2946.68896,45,335130,240022.604,0.020833,0,0,0.000162,0,0.982362,491.114826,0.951788,0.951788,0.706065,0.596034,0.576594,63.306873,5.810714,0.902258,10,,,
18032FL-152-03-25_S56_L002,18032FL-152-03-25_S56_L002_sorted_MQ1.bam,095_A,219,Pakistan,,469835,96133,105582,28.25%,372520,99.68%,142731,0.303789628,112792,0.790241783,18032FL-152-03-25_S56_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,131083,131083,19793533,131083,1,1,131083,54138,54138,1,7833614,7833614,5798211,129091,1906312,1174069,1166935,0.75665,0.24335,0.978221,629.966428,456.480949,6,63932,196434.617,0.131944,0,0,0.000159,0,0.985443,,0.791213,0.791213,0.451788,0.314152,0.275661,66.105901,6.10378,0.705798,5,,,
18032FL-152-03-260_S291_L002,18032FL-152-03-260_S291_L002_sorted_MQ1.bam,019_B,220,Pakistan,,74494,9612,10044,15.48%,64762,99.82%,15624,0.209735012,10656,0.68202765,18032FL-152-03-260_S291_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,14549,14549,2196899,14549,1,1,14549,5117,5117,1,911226,911226,549074,12328,349824,118110,117304,0.616095,0.383905,0.978041,59.656019,45.921462,0,5478,159915.645,0.479167,0,0,0.000157,0,0.988149,,0.335148,0.335148,0.17224,0.111198,0.101866,66.199312,5.999092,0.289518,1,,,
18032FL-152-03-261_S292_L002,18032FL-152-03-261_S292_L002_sorted_MQ1.bam,021_B,221,Pakistan,,2187653,852397,1250976,93.69%,1334018,99.91%,1428019,0.65276303,1307006,0.91525813,18032FL-152-03-261_S292_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,1309673,1309673,197760623,1309673,1,1,1309673,644914,644914,1,74769588,74769588,68279938,1669815,4819835,14705341,14643204,0.935537,0.064463,0.976128,7418.50695,5717.47317,167,236145,242356.297,0.006944,0,0,0.000167,0,0.982353,204.19547,0.97395,0.97395,0.926516,0.855754,0.798989,58.009729,4.878019,0.960812,14,,,
18032FL-152-03-262_S293_L002,18032FL-152-03-262_S293_L002_sorted_MQ1.bam,023_B,222,Pakistan,,2,0,0,0.00%,2,100.00%,0,0,0,,18032FL-152-03-262_S293_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,1,,,,,,,0,0,0,0,0,0,0,0,0,,,
18032FL-152-03-263_S294_L002,18032FL-152-03-263_S294_L002_sorted_MQ1.bam,025_B,223,Pakistan,,1432844,486990,662648,70.06%,944946,99.90%,719090,0.501862031,676581,0.940885007,18032FL-152-03-263_S294_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,681868,681868,102962068,681868,1,1,681868,338262,338262,1,37281914,37281914,34711433,788316,1782165,7280401,7272016,0.952198,0.047802,0.977794,3771.34213,2830.63803,32,299290,247093.044,0.027778,0,0,0.000167,0,0.981686,707.659506,0.935459,0.935459,0.643857,0.557543,0.51944,63.998575,5.537646,0.880255,9,,,
18032FL-152-03-265_S296_L002,18032FL-152-03-265_S296_L002_sorted_MQ1.bam,026_B,225,Pakistan,,85,19,0,0.00%,66,100.00%,21,0.247058824,16,0.761904762,18032FL-152-03-265_S296_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,21,21,3171,21,1,1,21,8,8,1,1239,1239,784,16,439,116,116,0.645682,0.354318,0.98,0.08518,0.045101,0,12,167931.023,0.979167,0,0,0,0,0.987086,,0.006998,0.006998,0.00311,0,0,78.926905,11.975117,0.00597,0,,,
18032FL-152-03-266_S297_L002,18032FL-152-03-266_S297_L002_sorted_MQ1.bam,027_B,226,Pakistan,,989435,330049,390110,59.16%,658440,99.86%,475902,0.480983592,419093,0.880628785,18032FL-152-03-266_S297_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,435760,435760,65799760,435760,1,1,435760,200043,200043,1,24911753,24911753,21472771,490786,2948196,4532776,4491712,0.881654,0.118346,0.977655,2332.98251,1762.35459,30,192504,228754.676,0.041667,0,0,0.000161,0,0.983016,440.588647,0.885303,0.884914,0.655521,0.582426,0.51944,64.374431,5.648279,0.832297,8,,,
18032FL-152-03-267_S298_L002,18032FL-152-03-267_S298_L002_sorted_MQ1.bam,031_B,227,Pakistan,,153950,18038,23152,17.03%,135626,99.79%,31702,0.205924001,23735,0.748690934,18032FL-152-03-267_S298_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,29703,29703,4485153,29703,1,1,29703,11823,11823,1,1782137,1782137,1220521,27788,533828,251781,251283,0.700456,0.299544,0.977739,132.607671,97.893079,2,12296,181756.666,0.180556,0,0,0.000196,0,0.986486,,0.689736,0.689736,0.223173,0.160187,0.152022,64.51513,6.204234,0.581054,4,,,
18032FL-152-03-268_S299_L002,18032FL-152-03-268_S299_L002_sorted_MQ1.bam,034_B,228,Pakistan,,382137,2849,1202,0.32%,378764,99.86%,12427,0.032519751,1812,0.145811539,18032FL-152-03-268_S299_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,12246,12246,1849146,12246,1,1,12246,905,905,1,921323,921323,91950,2034,827339,18066,18042,0.10201,0.89799,0.978358,9.990222,7.024106,0,1018,26486.5869,0.75,0,0,0.000438,0,0.997595,,0.167963,0.167185,0.080482,0.028383,0.028383,68.753227,6.951963,0.146,1,,,
