mPCR_run_ID,,mPCR_run_name,original_run_order,group,Null_group,Total_raw_reads_flagstat,Supplementary Reads,pp + map in way that makes sense (count),pp + map in way that makes sense (percent),Primary reads that mapped (count),Primary reads that mapped (percent),Total_reads_after_MQ0_flagstat,Percent_tot_wMQover0,Total_reads_after_MQ0_flagstat_onAMPonly,Percent_readsONamp_afterMQ0filter,CUSTOM_AMPLICON_SET,GENOME_SIZE,AMPLICON_TERRITORY,TARGET_TERRITORY,TOTAL_READS,PF_READS,PF_BASES,PF_UNIQUE_READS,PCT_PF_READS,PCT_PF_UQ_READS,PF_UQ_READS_ALIGNED,PF_SELECTED_PAIRS,PF_SELECTED_UNIQUE_PAIRS,PCT_PF_UQ_READS_ALIGNED,PF_BASES_ALIGNED,PF_UQ_BASES_ALIGNED,ON_AMPLICON_BASES,NEAR_AMPLICON_BASES,OFF_AMPLICON_BASES,ON_TARGET_BASES,ON_TARGET_FROM_PAIR_BASES,PCT_AMPLIFIED_BASES,PCT_OFF_AMPLICON,ON_AMPLICON_VS_SELECTED,MEAN_AMPLICON_COVERAGE,MEAN_TARGET_COVERAGE,MEDIAN_TARGET_COVERAGE,MAX_TARGET_COVERAGE,FOLD_ENRICHMENT,ZERO_CVG_TARGETS_PCT,PCT_EXC_DUPE,PCT_EXC_MAPQ,PCT_EXC_BASEQ,PCT_EXC_OVERLAP,PCT_EXC_OFF_TARGET,FOLD_80_BASE_PENALTY,PCT_TARGET_BASES_1X,PCT_TARGET_BASES_2X,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,PCT_TARGET_BASES_30X,AT_DROPOUT,GC_DROPOUT,HET_SNP_SENSITIVITY,HET_SNP_Q,SAMPLE,LIBRARY,READ_GROUP
22116FL-09-01-294_S300_L004,22116FL-09-01-294_S300_L004_sorted_MQ1.bam,Ext_null_052_074_A,740,Null,extraction,2387169,17525,0,0.00%,2363926,99.76%,96082,0.04024935,28,0.000291418,22116FL-09-01-294_S300_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,95214,95214,14377314,95214,1,1,95214,12,12,1,6925328,6925328,1071,70,6924187,187,151,0.000165,0.999835,0.93865,0.116362,0.072706,0,11,41.042641,0.9375,0,0,0.000149,0,0.999847,,0.03577,0.017107,0.000778,0,0,73.250389,7.192846,0.010037,0,,,
22116FL-09-01-311_S317_L004,22116FL-09-01-311_S317_L004_sorted_MQ1.bam,Ext_null_052_074_B,757,Null,extraction,61891,463,0,0.00%,61228,99.67%,4019,0.064936744,0,0,22116FL-09-01-311_S317_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,3993,3993,602943,3993,1,1,3993,0,0,1,237511,237511,0,0,237511,0,0,0,1,,0,0,0,0,0,1,0,0,0.000152,0,0.999848,,0,0,0,0,0,0,0,0,0,,,
22116FL-09-01-293_S299_L004,22116FL-09-01-293_S299_L004_sorted_MQ1.bam,Ext_null_075_097_A,739,Null,extraction,4124848,18458,0,0.00%,4095986,99.75%,160066,0.038805309,63,0.000393588,22116FL-09-01-293_S299_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,159053,159053,24017003,159053,1,1,159053,20,20,1,10928931,10928931,2123,194,10926614,257,138,0.000212,0.999788,0.916271,0.230661,0.099922,0,39,51.553539,0.923611,0,0,0.000173,0,0.999821,,0.033048,0.019829,0.000778,0.000778,0.000778,67.997924,9.992224,0.013936,0,,,
22116FL-09-01-310_S316_L004,22116FL-09-01-310_S316_L004_sorted_MQ1.bam,Ext_null_075_097_B,756,Null,extraction,4650189,36815,0,0.00%,4599752,99.70%,186730,0.040155357,71,0.000380228,22116FL-09-01-310_S316_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,185399,185399,27995249,185399,1,1,185399,36,36,1,12613621,12613621,2658,188,12610775,383,332,0.000226,0.999774,0.933942,0.288787,0.148911,0,33,55.924406,0.902778,0,0,0.000156,0,0.999838,,0.047823,0.020218,0.003888,0.000778,0.000778,61.641031,10.303266,0.017016,0,,,
22116FL-09-01-385_S391_L004,22116FL-09-01-385_S391_L004_sorted_MQ1.bam,ext_null_pcr1null,829,Null,pcr1,5695278,53010,0,0.00%,5612762,99.48%,980183,0.172104505,46,4.693E-05,22116FL-09-01-385_S391_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,977744,977744,147639344,977744,1,1,977744,23,23,1,46105416,46105416,1610,152,46103654,242,195,0.000038,0.999962,0.913734,0.174924,0.09409,0,27,9.267447,0.9375,0,0,0.000075,0,0.999924,,0.045879,0.013219,0.000778,0.000778,0,68.316132,9.681182,0.012871,0,,,
22116FL-09-01-371_S377_L004,22116FL-09-01-371_S377_L004_sorted_MQ1.bam,extnull_1020_1042_A,815,Null,extraction,1680710,13802,0,0.00%,1663535,99.80%,57864,0.034428307,41,0.000708558,22116FL-09-01-371_S377_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,57432,57432,8672232,57432,1,1,57432,15,15,1,4173947,4173947,1263,150,4172534,130,83,0.000339,0.999661,0.893843,0.137223,0.050544,0,34,80.305002,0.958333,0,0,0.00018,0,0.99981,,0.020995,0.005054,0.000778,0.000778,0.000778,72.856203,10.303266,0.006047,0,,,
22116FL-09-01-381_S387_L004,22116FL-09-01-381_S387_L004_sorted_MQ1.bam,extnull_1020_1042_B,825,Null,extraction,1089462,7904,0,0.00%,1078828,99.75%,36216,0.033242096,21,0.000579854,22116FL-09-01-381_S387_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,35913,35913,5422863,35913,1,1,35913,10,10,1,2632524,2632524,773,55,2631696,114,91,0.000315,0.999685,0.933575,0.083985,0.044323,0,10,77.927964,0.951389,0,0,0.000197,0,0.999796,,0.024495,0.007387,0.000778,0,0,72.317263,10.303266,0.008425,0,,,
22116FL-09-01-372_S378_L004,22116FL-09-01-372_S378_L004_sorted_MQ1.bam,extnull_1043_1065_A,816,Null,extraction,688946,7504,0,0.00%,679006,99.64%,27861,0.040440034,38,0.001363914,22116FL-09-01-372_S378_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,27576,27576,4163976,27576,1,1,27576,18,18,1,2117577,2117577,1096,141,2116340,94,56,0.000584,0.999416,0.886015,0.119079,0.036547,0,34,137.359126,0.979167,0,0,0.000136,0,0.999846,,0.00661,0.005054,0.000778,0.000778,0.000778,82.698289,17.379471,0.003539,0,,,
22116FL-09-01-382_S388_L004,22116FL-09-01-382_S388_L004_sorted_MQ1.bam,extnull_1043_1065_B,826,Null,extraction,2063863,14897,0,0.00%,2044363,99.78%,65296,0.031637759,27,0.000413502,22116FL-09-01-382_S388_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,64848,64848,9792048,64848,1,1,64848,9,9,1,4682154,4682154,950,78,4681126,128,72,0.00022,0.99978,0.924125,0.103216,0.049767,0,18,53.847319,0.951389,0,0,0.000183,0,0.999811,,0.027216,0.003888,0.000778,0,0,69.54583,10.847589,0.007047,0,,,
22116FL-09-01-373_S379_L004,22116FL-09-01-373_S379_L004_sorted_MQ1.bam,extnull_1066_1088_A,817,Null,extraction,1052021,9819,0,0.00%,1039205,99.71%,38336,0.036440337,21,0.000547788,22116FL-09-01-373_S379_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,37982,37982,5735282,37982,1,1,37982,2,2,1,2745211,2745211,638,77,2744496,66,34,0.00026,0.99974,0.892308,0.069318,0.025661,0,18,61.67812,0.972222,0,0,0.000173,0,0.999819,,0.012442,0.000778,0.000778,0,0,81.065319,15.435459,0.003694,0,,,
22116FL-09-01-383_S389_L004,22116FL-09-01-383_S389_L004_sorted_MQ1.bam,extnull_1066_1088_B,827,Null,extraction,1373123,14173,0,0.00%,1355237,99.73%,48573,0.035374107,45,0.000926441,22116FL-09-01-383_S389_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,48029,48029,7252379,48029,1,1,48029,23,23,1,3399747,3399747,1285,173,3398289,96,54,0.000429,0.999571,0.881344,0.139613,0.037325,0,41,100.309648,0.972222,0,0,0.000156,0,0.999831,,0.006221,0.000778,0.000778,0.000778,0.000778,80.832037,11.702955,0.002347,0,,,
22116FL-09-01-374_S380_L004,22116FL-09-01-374_S380_L004_sorted_MQ1.bam,extnull_1089_111_A,818,Null,extraction,768515,7181,0,0.00%,758928,99.68%,29505,0.038392224,27,0.000915099,22116FL-09-01-374_S380_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,29203,29203,4409653,29203,1,1,29203,11,11,1,2140153,2140153,819,100,2139234,86,44,0.000429,0.999571,0.891186,0.088983,0.033437,0,24,101.5606,0.979167,0,0,0.000148,0,0.99984,,0.015552,0.000778,0.000778,0.000778,0,81.920684,16.407465,0.005119,0,,,
22116FL-09-01-384_S390_L004,22116FL-09-01-384_S390_L004_sorted_MQ1.bam,extnull_1089_111_B,828,Null,extraction,2213964,18618,0,0.00%,2188898,99.71%,79346,0.035838884,65,0.000819197,22116FL-09-01-384_S390_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,78776,78776,11895176,78776,1,1,78776,25,25,1,5502795,5502795,2024,241,5500530,224,156,0.000412,0.999588,0.893598,0.219904,0.087092,0,53,97.614279,0.944444,0,0,0.000158,0,0.99983,,0.037325,0.010498,0.000778,0.000778,0.000778,65.718729,11.080871,0.010993,0,,,
22116FL-09-01-365_S371_L004,22116FL-09-01-365_S371_L004_sorted_MQ1.bam,extnull_813_835_A,809,Null,extraction,965790,8282,0,0.00%,954753,99.71%,33070,0.034241398,43,0.001300272,22116FL-09-01-365_S371_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,32820,32820,4955820,32820,1,1,32820,18,18,1,2394767,2394767,1322,164,2393281,159,91,0.000621,0.999379,0.889637,0.143633,0.06182,0,40,146.505648,0.972222,0,0,0.000138,0,0.999844,,0.031493,0.000778,0.000778,0.000778,0.000778,81.920684,14.813375,0.011384,0,,,
22116FL-09-01-375_S381_L004,22116FL-09-01-375_S381_L004_sorted_MQ1.bam,extnull_813_835_B,819,Null,extraction,1274350,9796,0,0.00%,1260784,99.70%,48999,0.03845019,23,0.000469397,22116FL-09-01-375_S381_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,48651,48651,7346301,48651,1,1,48651,9,9,1,3457094,3457094,808,76,3456210,122,40,0.000256,0.999744,0.914027,0.087788,0.047434,0,17,62.027796,0.958333,0,0,0.000163,0,0.99983,,0.025661,0.010109,0.000778,0,0,76.788491,10.96423,0.008566,0,,,
22116FL-09-01-366_S372_L004,22116FL-09-01-366_S372_L004_sorted_MQ1.bam,extnull_836_858_A,810,Null,extraction,932686,11702,0,0.00%,916399,99.50%,37079,0.039755073,20,0.000539389,22116FL-09-01-366_S372_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,36652,36652,5534452,36652,1,1,36652,9,9,1,2583816,2583816,631,69,2583116,76,51,0.000271,0.999729,0.901429,0.068557,0.029549,0,16,64.811781,0.965278,0,0,0.000141,0,0.999851,,0.017885,0.000778,0.000778,0,0,68.351477,12.674961,0.004598,0,,,
22116FL-09-01-376_S382_L004,22116FL-09-01-376_S382_L004_sorted_MQ1.bam,extnull_836_858_B,820,Null,extraction,1779502,8356,0,0.00%,1767920,99.82%,55862,0.031391929,11,0.000196914,22116FL-09-01-376_S382_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,55324,55324,8353924,55324,1,1,55324,5,5,1,4041408,4041408,335,41,4041032,30,20,0.000093,0.999907,0.890957,0.036397,0.011664,0,10,21.998764,0.986111,0,0,0.000193,0,0.999805,,0.004666,0.000778,0.000778,0,0,84.020218,17.807154,0.001768,0,,,
22116FL-09-01-367_S373_L004,22116FL-09-01-367_S373_L004_sorted_MQ1.bam,extnull_905_927_A,811,Null,extraction,1137545,8161,0,0.00%,1126980,99.79%,44689,0.039285479,24,0.000537045,22116FL-09-01-367_S373_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,44416,44416,6706816,44416,1,1,44416,11,11,1,2993416,2993416,737,88,2992591,75,55,0.000276,0.999724,0.893333,0.080074,0.02916,0,21,65.341122,0.972222,0,0,0.00017,0,0.999822,,0.013608,0.000778,0.000778,0.000778,0,74.727838,12.674961,0.003077,0,,,
22116FL-09-01-377_S383_L004,22116FL-09-01-377_S383_L004_sorted_MQ1.bam,extnull_905_927_B,821,Null,extraction,1118115,9123,0,0.00%,1106594,99.78%,38409,0.034351565,24,0.000624854,22116FL-09-01-377_S383_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,38111,38111,5754761,38111,1,1,38111,8,8,1,2768827,2768827,748,88,2767991,64,42,0.000302,0.999698,0.894737,0.081269,0.024883,0,19,71.695509,0.972222,0,0,0.000181,0,0.99981,,0.008942,0.002722,0.000778,0,0,76.63297,11.702955,0.002861,0,,,
22116FL-09-01-368_S374_L004,22116FL-09-01-368_S374_L004_sorted_MQ1.bam,extnull_951_973_A,812,Null,extraction,5009,109,0,0.00%,4885,99.69%,500,0.099820323,0,0,22116FL-09-01-368_S374_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,490,490,73990,490,1,1,490,0,0,1,60266,60266,0,0,60266,0,0,0,1,,0,0,0,0,0,1,0,0,0.000116,0,0.999884,,0,0,0,0,0,0,0,0,0,,,
22116FL-09-01-378_S384_L004,22116FL-09-01-378_S384_L004_sorted_MQ1.bam,extnull_951_973_B,822,Null,extraction,1686883,12397,0,0.00%,1670683,99.77%,55703,0.033021259,47,0.000843761,22116FL-09-01-378_S384_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,55337,55337,8355887,55337,1,1,55337,16,16,1,3966000,3966000,1333,183,3964484,96,34,0.000382,0.999618,0.879288,0.144828,0.037325,0,44,89.199746,0.986111,0,0,0.000179,0,0.99981,,0.003888,0.000778,0.000778,0.000778,0.000778,80.832037,12.674961,0.001727,0,,,
22116FL-09-01-369_S375_L004,22116FL-09-01-369_S375_L004_sorted_MQ1.bam,extnull_974_996_A,813,Null,extraction,1546630,9730,0,0.00%,1533172,99.76%,57864,0.037412956,32,0.000553021,22116FL-09-01-369_S375_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,57424,57424,8671024,57424,1,1,57424,16,16,1,4139577,4139577,984,119,4138474,90,66,0.000266,0.999734,0.892112,0.10691,0.034992,0,25,63.084884,0.965278,0,0,0.000174,0,0.999819,,0.01633,0.000778,0.000778,0.000778,0,69.206843,12.674961,0.004572,0,,,
22116FL-09-01-379_S385_L004,22116FL-09-01-379_S385_L004_sorted_MQ1.bam,extnull_974_996_B,823,Null,extraction,1451746,10054,0,0.00%,1437402,99.70%,51983,0.035807228,13,0.000250082,22116FL-09-01-379_S385_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,51614,51614,7793714,51614,1,1,51614,8,8,1,3925188,3925188,502,72,3924614,79,47,0.000146,0.999854,0.874564,0.054542,0.030715,0,7,33.941375,0.965278,0,0,0.000181,0,0.999815,,0.019829,0.003888,0,0,0,80.832037,10.847589,0.00551,0,,,
22116FL-09-01-370_S376_L004,22116FL-09-01-370_S376_L004_sorted_MQ1.bam,extnull_997_1019_A,814,Null,extraction,1014396,4956,0,0.00%,1007421,99.80%,39272,0.038714664,20,0.000509269,22116FL-09-01-370_S376_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,38743,38743,5850193,38743,1,1,38743,8,8,1,2751817,2751817,694,63,2751060,115,56,0.000275,0.999725,0.916777,0.075402,0.044712,0,14,66.930813,0.972222,0,0,0.000149,0,0.999843,,0.024106,0.008165,0.000778,0,0,75.933126,11.080871,0.006865,0,,,
22116FL-09-01-380_S386_L004,22116FL-09-01-380_S386_L004_sorted_MQ1.bam,extnull_997_1019_B,824,Null,extraction,336021,3147,0,0.00%,331734,99.66%,11789,0.035084117,19,0.001611672,22116FL-09-01-380_S386_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,11672,11672,1762472,11672,1,1,11672,7,7,1,928187,928187,576,69,927542,54,37,0.000695,0.999305,0.893023,0.062581,0.020995,0,15,164.692256,0.965278,0,0,0.000112,0,0.999867,,0.010109,0.000778,0.000778,0,0,79.62675,11.702955,0.003363,0,,,
18032FL-148-02-56_S56_L004,18032FL-148-02-56_S56_L004_sorted_MQ1.bam,mPCR1_null2,36,Null,pcr1,12437057,92023,0,0.00%,12317412,99.78%,487691,0.039212733,130,0.000266562,18032FL-148-02-56_S56_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,485539,485539,73316389,485539,1,1,485539,60,60,1,30044393,30044393,4538,397,30039458,623,520,0.000164,0.999836,0.919554,0.493047,0.242224,0,84,40.085494,0.868056,0,0,0.00002,0,0.999976,,0.089425,0.024106,0.003888,0.000778,0.000778,63.615638,8.178769,0.021013,0,,,
18032FL-148-02-57_S57_L004,18032FL-148-02-57_S57_L004_sorted_MQ1.bam,mPCR2null2,37,Null,pcr2,2,0,0,0.00%,0,0.00%,0,0,0,,18032FL-148-02-57_S57_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,1,,,,,,,0,0,0,0,0,0,0,0,0,,,
18032FL-152-03-258_S289_L002,18032FL-152-03-258_S289_L002_sorted_MQ1.bam,Null_1_7_B,217,Null,extraction,219592,1016,0,0.00%,218207,99.83%,8691,0.039577945,3,0.000345185,18032FL-152-03-258_S289_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,8619,8619,1301469,8619,1,1,8619,0,0,1,655007,655007,109,7,654891,26,10,0.000177,0.999823,0.939655,0.011843,0.010109,0,1,44.16383,0.979167,0,0,0.00034,0,0.999655,,0.010109,0,0,0,0,76.788491,12.674961,0.003268,0,,,
18032FL-152-03-49_S80_L002,18032FL-152-03-49_S80_L002_sorted_MQ1.bam,Null_121_143_A,477,Null,extraction,513378,5270,0,0.00%,507382,99.86%,27560,0.053683641,2,7.25689E-05,18032FL-152-03-49_S80_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,27415,27415,4139665,27415,1,1,27415,1,1,1,2095422,2095422,56,8,2095358,4,2,0.000031,0.999969,0.875,0.006084,0.001555,0,2,7.092555,0.993056,0,0,0.000257,0,0.999742,,0.000778,0.000778,0,0,0,85.96423,17.807154,0.000195,0,,,
18032FL-152-03-315_S346_L002,18032FL-152-03-315_S346_L002_sorted_MQ1.bam,Null_121_143_B,278,Null,extraction,52387,1213,0,0.00%,51057,99.77%,4130,0.078836353,0,0,18032FL-152-03-315_S346_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,4115,4115,621365,4115,1,1,4115,0,0,1,335475,335475,0,0,335475,0,0,0,1,,0,0,0,0,0,1,0,0,0.000167,0,0.999833,,0,0,0,0,0,0,0,0,0,,,
18032FL-152-03-58_S89_L002,18032FL-152-03-58_S89_L002_sorted_MQ1.bam,NULL_144_166_A,509,Null,extraction,153078,1962,0,0.00%,150834,99.81%,8286,0.054129267,1,0.000120685,18032FL-152-03-58_S89_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,8229,8229,1242579,8229,1,1,8229,1,1,1,648109,648109,28,3,648078,2,2,0.000048,0.999952,0.903226,0.003042,0.000778,0,1,11.465583,0.993056,0,0,0.00025,0,0.999748,,0.000778,0,0,0,0,85.96423,17.807154,0.000193,0,,,
18032FL-152-03-324_S355_L002,18032FL-152-03-324_S355_L002_sorted_MQ1.bam,NULL_144_166_B,288,Null,extraction,209866,3006,0,0.00%,206437,99.80%,14810,0.070568839,2,0.000135044,18032FL-152-03-324_S355_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,14764,14764,2229364,14764,1,1,14764,2,2,1,1122215,1122215,89,2,1122124,16,16,0.000081,0.999919,0.978022,0.00967,0.006221,0,2,21.04748,0.993056,0,0,0.000183,0,0.999816,,0.00311,0.00311,0,0,0,82.192846,12.674961,0.000889,0,,,
18032FL-152-03-69_S100_L002,18032FL-152-03-69_S100_L002_sorted_MQ1.bam,Null_167_189_A,520,Null,extraction,198063,3019,0,0.00%,194714,99.83%,12972,0.065494312,0,0,18032FL-152-03-69_S100_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,12912,12912,1949712,12912,1,1,12912,0,0,1,1016063,1016063,0,0,1016063,0,0,0,1,,0,0,0,0,0,1,0,0,0.000215,0,0.999785,,0,0,0,0,0,0,0,0,0,,,
18032FL-152-03-335_S366_L002,18032FL-152-03-335_S366_L002_sorted_MQ1.bam,Null_167_189_B,299,Null,extraction,58559,1227,0,0.00%,57218,99.80%,4416,0.075411124,1,0.000226449,18032FL-152-03-335_S366_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,4397,4397,663947,4397,1,1,4397,0,0,1,343384,343384,31,0,343353,8,0,0.00009,0.99991,1,0.003368,0.00311,0,1,23.958952,0.993056,0,0,0.000183,0,0.999814,,0.00311,0,0,0,0,82.192846,12.674961,0.000769,0,,,
18032FL-152-03-75_S106_L002,18032FL-152-03-75_S106_L002_sorted_MQ1.bam,NULL_190_212_A,526,Null,extraction,313615,4127,0,0.00%,308709,99.75%,21244,0.067739107,3,0.000141216,18032FL-152-03-75_S106_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,21157,21157,3194707,21157,1,1,21157,0,0,1,1615579,1615579,129,8,1615442,18,16,0.000085,0.999915,0.941606,0.014016,0.006998,0,1,21.190816,0.979167,0,0,0.000192,0,0.999806,,0.006998,0,0,0,0,76.63297,12.674961,0.001771,0,,,
18032FL-152-03-341_S372_L002,18032FL-152-03-341_S372_L002_sorted_MQ1.bam,NULL_190_212_B,306,Null,extraction,27,1,0,0.00%,26,100.00%,1,0.037037037,0,0,18032FL-152-03-341_S372_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,1,1,151,1,1,1,1,0,0,1,48,48,0,0,48,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,
18032FL-152-03-81_S112_L002,18032FL-152-03-81_S112_L002_sorted_MQ1.bam,NULL_213_235_A,532,Null,extraction,514355,1979,0,0.00%,511753,99.88%,6814,0.01324766,8,0.001174053,18032FL-152-03-81_S112_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,6692,6692,1010492,6692,1,1,6692,3,3,1,564103,564103,293,18,563792,62,58,0.000551,0.999449,0.942122,0.031834,0.024106,0,4,137.846387,0.965278,0,0,0.000796,0,0.99919,,0.021773,0.000778,0,0,0,77.682737,11.702955,0.00434,0,,,
18032FL-152-03-347_S378_L002,18032FL-152-03-347_S378_L002_sorted_MQ1.bam,NULL_213_235_B,312,Null,extraction,179543,811,0,0.00%,178468,99.85%,7491,0.041722596,2,0.000266987,18032FL-152-03-347_S378_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,7449,7449,1124799,7449,1,1,7449,1,1,1,567907,567907,86,2,567819,16,16,0.000155,0.999845,0.977273,0.009344,0.006221,0,2,40.189019,0.993056,0,0,0.000269,0,0.999727,,0.00311,0.00311,0,0,0,82.192846,12.674961,0.001299,0,,,
18032FL-152-03-88_S119_L002,18032FL-152-03-88_S119_L002_sorted_MQ1.bam,Null_236_258_A,539,Null,extraction,201792,3632,0,0.00%,197830,99.83%,12196,0.060438471,2,0.000163988,18032FL-152-03-88_S119_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,12154,12154,1835254,12154,1,1,12154,2,2,1,963653,963653,77,5,963571,6,6,0.000085,0.999915,0.939024,0.008366,0.002333,0,1,21.205876,0.986111,0,0,0.0002,0,0.999798,,0.002333,0,0,0,0,82.698289,17.807154,0.001156,0,,,
18032FL-152-03-354_S385_L002,18032FL-152-03-354_S385_L002_sorted_MQ1.bam,Null_236_258_B,320,Null,extraction,251914,4818,0,0.00%,246692,99.84%,17332,0.068801258,1,5.76967E-05,18032FL-152-03-354_S385_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,17289,17289,2610639,17289,1,1,17289,1,1,1,1352588,1352588,38,1,1352549,8,8,0.000029,0.999971,0.974359,0.004129,0.00311,0,1,7.455972,0.993056,0,0,0.000164,0,0.999835,,0.00311,0,0,0,0,82.192846,12.674961,0,0,,,
18032FL-152-03-103_S134_L002,18032FL-152-03-103_S134_L002_sorted_MQ1.bam,NULL_259_281_A,50,Null,extraction,114079,1615,0,0.00%,112268,99.83%,6395,0.056057644,1,0.000156372,18032FL-152-03-103_S134_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,6335,6335,956585,6335,1,1,6335,1,1,1,521987,521987,28,4,521955,2,2,0.000061,0.999939,0.875,0.003042,0.000778,0,1,14.235887,0.993056,0,0,0.000255,0,0.999743,,0.000778,0,0,0,0,85.96423,17.807154,0.000385,0,,,
18032FL-152-03-369_S400_L002,18032FL-152-03-369_S400_L002_sorted_MQ1.bam,NULL_259_281_B,334,Null,extraction,1765991,32823,0,0.00%,1730079,99.82%,124268,0.07036729,9,7.24241E-05,18032FL-152-03-369_S400_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,123810,123810,18695310,123810,1,1,123810,1,1,1,9549668,9549668,364,18,9549286,60,52,0.00004,0.99996,0.95288,0.039548,0.023328,0,3,10.115778,0.965278,0,0,0.000201,0,0.999798,,0.015552,0.003888,0,0,0,69.984448,12.247278,0.005144,0,,,
18032FL-152-03-10_S41_L002,18032FL-152-03-10_S41_L002_sorted_MQ1.bam,Null_26_51_A,56,Null,extraction,271661,4297,0,0.00%,266969,99.85%,17917,0.065953523,7,0.00039069,18032FL-152-03-10_S41_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,17845,17845,2694595,17845,1,1,17845,2,2,1,1381550,1381550,196,28,1381326,14,4,0.000162,0.999838,0.875,0.021295,0.005443,0,7,37.650924,0.993056,0,0,0.000215,0,0.99978,,0.000778,0.000778,0,0,0,85.96423,17.807154,0.000685,0,,,
18032FL-152-03-276_S307_L002,18032FL-152-03-276_S307_L002_sorted_MQ1.bam,Null_26_51_B,236,Null,extraction,37555,205,0,0.00%,37290,99.84%,841,0.022393822,1,0.001189061,18032FL-152-03-276_S307_L002_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,833,833,125783,833,1,1,833,0,0,1,69898,69898,44,2,69852,10,10,0.000658,0.999342,0.956522,0.004781,0.003888,0,1,167.060626,0.993056,0,0,0.000515,0,0.999471,,0.003888,0,0,0,0,82.192846,12.674961,0,0,,,
